author_actor_id,AuthorEventsRatio
529.0,0.0689073141984
1987.0,0.0531108418321
2058.0,0.0174083360927
3407.0,0.00913605287405
3638.0,0.000447513422605
6796.0,0.0373126906908
6996.0,0.0480725985405
7276.0,0.0178424992577
7831.0,0.0404324939832
7943.0,0.0136577930889
8905.0,0.00635240426946
9029.0,0.0322330376185
9938.0,0.0327448241371
10073.0,0.00662932218584
10293.0,0.0244780568932
13601.0,0.0647889596088
14166.0,0.000389635659481
23436.0,0.00158252513646
32110.0,0.032196983929
32126.0,0.0168776833418
38073.0,0.00150897880763
63407.0,0.000662956201083
92522.0,0.000254854017732
140231.0,6.47527460361e-06
178622.0,0.00483870890379
224840.0,0.00677201805211
340999.0,0.000960099357893
407371.0,0.000250457226335
593087.0,0.000179309147357
834465.0,0.00124964805683
1039371.0,0.000103604393658
1183106.0,0.000313211430826
1213293.0,0.000481008978888
1225669.0,0.000569664281794
1226982.0,0.000159803381884
1277729.0,6.43530377272e-05
1289831.0,0.0136507582227
1353066.0,4.90841803286e-05
1365008.0,0.000394831867496
1381557.0,0.00162657299209
1382383.0,0.00117026598669
1433254.0,0.000186823663563
1433301.0,0.00024214329351
1433486.0,0.000104004101967
1448980.0,0.00201628859324
1458581.0,7.28268538751e-05
1459187.0,8.69765280089e-05
1459641.0,0.000253095301173
1461506.0,0.0026719701031
1465876.0,0.000370129894009
1473878.0,0.000621546420284
1485648.0,3.26961396651e-05
1507365.0,2.77397566352e-05
1517008.0,0.000125428467322
1531342.0,0.000135820883352
1532003.0,0.000205290187433
1547495.0,4.59664555194e-05
1555495.0,4.46074472693e-05
1555777.0,2.15842486787e-05
1555845.0,0.000447353539281
1555931.0,3.26961396651e-05
1583268.0,0.010470519034
1619553.0,0.0251896176246
1697878.0,8.49779864646e-05
2186843.0,0.000117834009453
2234592.0,0.0280399375752
2270813.0,0.000215682603463
2907873.0,0.000798377376126
3028671.0,0.000179948680651
3081696.0,0.000154047582236
3134011.0,0.000194578004755
3251256.0,0.00117426306978
3254764.0,4.72455221078e-05
3261292.0,0.00599090807492
3329207.0,0.00032959947149
3383038.0,0.000813646233525
3505290.0,0.000758166720254
3536595.0,0.000233909302348
3563667.0,0.000653123376685
3564651.0,5.51597466233e-05
3582080.0,0.000193218996505
3654617.0,0.00181659432213
3681202.0,0.00012263050916
3740781.0,2.1824073664e-05
3757361.0,0.00126547650587
3801060.0,0.000147812132618
3801344.0,0.000276118499764
3851075.0,0.000348785470315
3860861.0,0.00108856560836
3869929.0,0.0420494739759
3942487.0,5.00434802698e-05
3945306.0,6.38733877566e-05
3945370.0,0.000185464655313
3965189.0,7.91422451552e-05
4029350.0,0.00190061300865
4040652.0,0.000751131854018
4048543.0,0.000328480288225
4068018.0,4.8924297005e-05
4072833.0,0.00014653306603
4072835.0,0.000704126156896
4098766.0,2.39025568701e-05
4116293.0,8.39387448615e-05
4125956.0,0.000345747687168
4129623.0,1.15915409571e-05
4132072.0,0.00415936466204
4132074.0,0.000194258238108
4141856.0,6.2994029477e-05
4161143.0,0.000110959026541
4162674.0,5.35609133878e-05
4213820.0,0.00102509192891
4228240.0,3.0617656459e-05
4247392.0,6.41132127419e-05
4254548.0,0.000336234629417
4295238.0,2.13444236934e-05
4427632.0,0.000915731735609
4454805.0,5.48399799762e-05
7226628.0,0.000137899366558
7248732.0,2.46220318261e-05
7259490.0,0.000232390410774
7273863.0,0.000457346247003
7276339.0,0.000191380338284
7313108.0,2.61409233997e-05
7370890.0,2.24636069582e-05
7373527.0,3.4854564533e-05
7398070.0,0.000100486668849
7440273.0,0.000736902238223
7489809.0,6.17949045505e-05
7506192.0,0.000153567932266
7513548.0,0.000604998496297
7524223.0,0.000179708855665
7559108.0,6.02760129768e-05
7559852.0,0.000996392872337
7559922.0,4.83647053726e-05
7570290.0,0.0176236989295
7584755.0,2.05450070756e-05
7589466.0,0.000317608222224
7597105.0,8.73762363178e-05
7616749.0,0.000363334852758
7660858.0,7.38660954782e-05
7660931.0,4.76452304167e-05
7670778.0,0.000296423681854
7674807.0,0.000236307552201
7676693.0,0.000470136912886
7688371.0,0.000169716147944
7692201.0,0.000169876031267
7707980.0,6.07556629474e-05
7709990.0,0.0223436944655
7729050.0,0.000128706075454
7771942.0,0.000305137322987
7800058.0,0.000255973200997
7823415.0,0.000114476459659
7825037.0,0.000531052459157
7868030.0,0.000172354222782
7868517.0,0.00109256269145
7901157.0,0.000109759901614
7910288.0,0.000180907980592
7929048.0,7.81030035521e-05
7938641.0,0.00032512273843
7944857.0,0.000188102730152
7952029.0,0.000218800328272
7955208.0,6.80303541687e-05
7958779.0,3.78124060186e-05
7985089.0,0.0327210814636
7985474.0,0.000102325327069
8013554.0,8.82555945973e-05
8019919.0,0.00187407237694
8035775.0,0.0267575933787
8053102.0,0.000233669477362
8057349.0,0.00189078018425
8059907.0,0.000366212752582
8060465.0,0.000143175516235
8060675.0,5.26016134466e-05
8066318.0,0.00935605232725
8074390.0,6.15550795651e-06
8076593.0,0.000158764140281
8078805.0,0.00502841046718
8089477.0,0.000259650517438
8094136.0,0.000116395059541
8095489.0,0.000149730732501
8096460.0,0.000108001185055
8099480.0,0.00019026115502
8100885.0,6.49126293596e-05
8101294.0,0.000485565653609
8102104.0,0.000236627318848
8105210.0,0.000907177977799
8105797.0,0.00035126366183
8106670.0,0.000225515427861
8108858.0,0.000280835057808
8110694.0,0.000227913677715
8116029.0,0.000150530149118
8123902.0,0.000253894717791
8127104.0,0.000130864500322
8130771.0,6.91495374336e-05
8132403.0,0.000272760949969
8135306.0,9.28922109801e-05
8136153.0,0.000169796089606
8137771.0,0.000257971742541
8139775.0,0.000209607037169
8140985.0,0.000869125746795
8144609.0,0.000238705802054
8144807.0,0.000105443051878
8145645.0,0.000211125928742
8154334.0,9.4331160892e-05
8154830.0,0.000117034592836
8160820.0,9.95273689073e-05
8163839.0,0.000246140376599
8165459.0,0.000279076341249
8166637.0,0.000506910077302
8171105.0,0.000248698509776
8171215.0,0.000268923750204
8172280.0,0.0001731536394
8175322.0,0.000333116904608
8177729.0,0.000379802835083
8178628.0,0.000612513012504
8179204.0,7.77032952433e-05
